BusinessEntityID,PersonType,FirstName,LastName,EmailPromotion
91,EM,Kimberly,Zimmerman,0
92,EM,Tom,Vande Velde,0
93,EM,Kok-Ho,Loh,2
94,EM,Russell,Hunter,1
95,EM,Jim,Scardelis,2
96,EM,Elizabeth,Keyser,0
97,EM,Mandar,Samant,0
98,EM,Sameer,Tejani,0
99,EM,Nuan,Yu,0
100,EM,Lolan,Song,1
101,EM,Houman,Pournasseh,2
102,EM,Zheng,Mu,0
103,EM,Ebru,Ersan,2
104,EM,Mary,Baker,2
105,EM,Kevin,Homer,0
106,EM,John,Kane,1
107,EM,Christopher,Hill,0
108,EM,Jinghao,Liu,0
109,EM,Alice,Ciccu,1
110,EM,Jun,Cao,0
111,EM,Suroor,Fatima,0
112,EM,John,Evans,1
113,EM,Linda,Moschell,1
114,EM,Mindaugas,Krapauskas,1
115,EM,Angela,Barbariol,2
116,EM,Michael,Patten,0
117,EM,Chad,Niswonger,1
118,EM,Don,Hall,0
119,EM,Michael,Entin,1
120,EM,Kitti,Lertpiriyasuwat,0
121,EM,Pilar,Ackerman,0
122,EM,Susan,Eaton,2
123,EM,Vamsi,Kuppa,0
124,EM,Kim,Ralls,2
125,EM,Matthias,Berndt,0
126,EM,Jimmy,Bischoff,0
127,EM,David,Hamilton,1
128,EM,Paul,Komosinski,2
129,EM,Gary,Yukish,0
130,EM,Rob,Caron,0
131,EM,Baris,Cetinok,2
132,EM,Nicole,Holliday,0
133,EM,Michael,Rothkugel,2
134,EM,Eric,Gubbels,2
135,EM,Ivo,Salmre,0
136,EM,Sylvester,Valdez,0
137,EM,Anibal,Sousa,0
138,EM,Samantha,Smith,0
139,EM,Hung-Fu,Ting,0
140,EM,Prasanna,Samarawickrama,1
141,EM,Min,Su,0
142,EM,Olinda,Turner,0
143,EM,Krishna,Sunkammurali,2
144,EM,Paul,Singh,2
145,EM,Cynthia,Randall,0
146,EM,Jian Shuo,Wang,0
147,EM,Sandra,Reátegui Alayo,0
148,EM,Jason,Watters,0
149,EM,Andy,Ruth,1
150,EM,Michael,Vanderhyde,2
151,EM,Rostislav,Shabalin,2
152,EM,Yuhong,Li,1
153,EM,Hanying,Feng,0
154,EM,Raymond,Sam,0
155,EM,Fadi,Fakhouri,2
156,EM,Lane,Sacksteder,1
157,EM,Linda,Randall,0
158,EM,Shelley,Dyck,0
159,EM,Terrence,Earls,1
160,EM,Jeff,Hay,1
161,EM,Kirk,Koenigsbauer,1
162,EM,Laura,Steele,0
163,EM,Alex,Nayberg,1
164,EM,Andrew,Cencini,0
165,EM,Chris,Preston,0
166,EM,Jack,Richins,0
167,EM,David,Johnson,0
168,EM,Garrett,Young,2
169,EM,Susan,Metters,1
170,EM,George,Li,0
171,EM,David,Yalovsky,1
172,EM,Marc,Ingle,2
173,EM,Eugene,Zabokritski,0
174,EM,Benjamin,Martin,2
175,EM,Reed,Koch,0
176,EM,David,Lawrence,0
177,EM,Russell,King,0
178,EM,John,Frum,2
179,EM,Jan,Miksovsky,0
180,EM,Katie,McAskill-White,2
181,EM,Michael,Hines,0
182,EM,Nitin,Mirchandani,0
183,EM,Barbara,Decker,0
184,EM,John,Chen,2
185,EM,Stefen,Hesse,1
186,EM,Shane,Kim,2
187,EM,Yvonne,McKay,0
188,EM,Douglas,Hite,1
189,EM,Janeth,Esteves,1
190,EM,Robert,Rounthwaite,0
191,EM,Lionel,Penuchot,1
192,EM,Brenda,Diaz,1
193,EM,Alejandro,McGuel,0
194,EM,Fred,Northup,0
195,EM,Kevin,Liu,2
196,EM,Shammi,Mohamed,0
197,EM,Rajesh,Patel,1
198,EM,Lorraine,Nay,1
199,EM,Paula,Nartker,1
200,EM,Frank,Lee,0
201,EM,Brian,Lloyd,0
202,EM,Tawana,Nusbaum,0
203,EM,Ken,Myer,1
204,EM,Gabe,Mares,0
205,EM,Lori,Kane,0
206,EM,Stuart,Munson,2
207,EM,Greg,Alderson,0
208,EM,Scott,Gode,0
209,EM,Kathie,Flood,0
210,EM,Belinda,Newman,2
211,EM,Hazem,Abolrous,0
212,EM,Peng,Wu,2
213,EM,Sootha,Charncherngkha,0
214,EM,Andreas,Berglund,0
215,EM,Mark,Harrington,0
216,EM,Sean,Alexander,2
217,EM,Zainal,Arifin,1
218,EM,Tengiz,Kharatishvili,1
219,EM,Sean,Chai,0
220,EM,Karen,Berge,0
221,EM,Chris,Norred,0
222,EM,A. Scott,Wright,0
223,EM,Sairaj,Uddin,0
224,EM,William,Vong,2
225,EM,Alan,Brewer,0
226,EM,Brian,LaMee,0
227,EM,Gary,Altman,0
228,EM,Christian,Kleinerman,0
229,EM,Lori,Penor,0
230,EM,Stuart,Macrae,0
231,EM,Jo,Berry,0
232,EM,Pat,Coleman,0
233,EM,Magnus,Hedlund,0
234,EM,Laura,Norman,1
235,EM,Paula,Barreto de Mattos,2
236,EM,Grant,Culbertson,2
237,EM,Hao,Chen,0
238,EM,Vidur,Luthra,0
239,EM,Mindy,Martin,0
240,EM,Willis,Johnson,0
241,EM,David,Liu,0
242,EM,Deborah,Poe,0
243,EM,Candy,Spoon,0
244,EM,Bryan,Walton,0
245,EM,Barbara,Moreland,0
246,EM,Dragan,Tomic,1
247,EM,Janet,Sheperdigian,0
248,EM,Mike,Seamans,2
249,EM,Wendy,Kahn,2
250,EM,Sheela,Word,0
251,EM,Mikael,Sandberg,2
252,EM,Arvind,Rao,0
253,EM,Linda,Meisner,0
254,EM,Fukiko,Ogisu,0
255,EM,Gordon,Hee,0
256,EM,Frank,Pellow,0
257,EM,Eric,Kurjan,2
258,EM,Erin,Hagens,0
259,EM,Ben,Miller,0
260,EM,Annette,Hill,1
261,EM,Reinout,Hillmann,2
262,EM,David,Barber,0
263,EM,Jean,Trenary,2
264,EM,Stephanie,Conroy,2
265,EM,Ashvini,Sharma,1
266,EM,Peter,Connelly,0
267,EM,Karen,Berg,0
268,EM,Ramesh,Meyyappan,1
269,EM,Dan,Bacon,0
270,EM,François,Ajenstat,0
271,EM,Dan,Wilson,0
272,EM,Janaina,Bueno,0
273,EM,Brian,Welcker,0
274,SP,Stephen,Jiang,0
275,SP,Michael,Blythe,1
276,SP,Linda,Mitchell,0
277,SP,Jillian,Carson,1
278,SP,Garrett,Vargas,0
279,SP,Tsvi,Reiter,1
280,SP,Pamela,Ansman-Wolfe,1
281,SP,Shu,Ito,2
282,SP,José,Saraiva,0
283,SP,David,Campbell,0
284,SP,Tete,Mensa-Annan,1
285,SP,Syed,Abbas,0
286,SP,Lynn,Tsoflias,2
287,SP,Amy,Alberts,1
288,SP,Rachel,Valdez,0
289,SP,Jae,Pak,0
290,SP,Ranjit,Varkey Chudukatil,0
291,SC,Gustavo,Achong,2
293,SC,Catherine,Abel,1
295,SC,Kim,Abercrombie,0
297,SC,Humberto,Acevedo,2
299,SC,Pilar,Ackerman,0
301,SC,Frances,Adams,1
303,SC,Margaret,Smith,0
305,SC,Carla,Adams,0
307,SC,Jay,Adams,1
309,SC,Ronald,Adina,0
311,SC,Samuel,Agcaoili,0
313,SC,James,Aguilar,1
315,SC,Robert,Ahlering,0
317,SC,François,Ferrier,1
319,SC,Kim,Akers,2
321,SC,Lili,Alameda,1
323,SC,Amy,Alberts,1
325,SC,Anna,Albright,1
327,SC,Milton,Albury,0
329,SC,Paul,Alcorn,1
331,SC,Gregory,Alderson,0
333,SC,J. Phillip,Alexander,1
335,SC,Michelle,Alexander,2
337,SC,Sean,Jacobson,2
339,SC,Phyllis,Allen,1
341,SC,Marvin,Allen,0
343,SC,Michael,Allen,2
345,SC,Cecil,Allison,0
347,SC,Oscar,Alpuerto,1
349,SC,Sandra,Altamirano,0
351,SC,Selena,Alvarado,0
353,SC,Emilio,Alvaro,1
355,SC,Maxwell,Amland,0
357,SC,Mae,Anderson,0
359,SC,Ramona,Antrim,0
361,SC,Sabria,Appelbaum,0
363,SC,Hannah,Arakawa,0
365,SC,Kyley,Arbelaez,1
367,SC,Tom,Johnston,1
369,SC,Thomas,Armstrong,0
371,SC,John,Arthur,0
373,SC,Chris,Ashton,1
375,SC,Teresa,Atkinson,0
377,SC,John,Ault,0
379,SC,Robert,Avalos,0
381,SC,Stephen,Ayers,0
383,SC,Phillip,Bacalzo,0
385,SC,Daniel,Blanco,0
387,SC,Cory,Booth,1
389,SC,James,Bailey,0
391,SC,Douglas,Baldwin,0
393,SC,Jennifer,Bales,1
395,SC,Alberto,Baltazar,0
397,SC,Wayne,Banack,2
399,SC,Darrell,Banks,2
401,SC,Angela,Barbariol,0
403,SC,David,Barber,1
405,SC,Robert,Barker,0
407,SC,Rebecca,Barley,2
409,SC,Brenda,Barlow,1
411,SC,Josh,Barnhill,0
413,SC,Adam,Barr,1
415,SC,Norma,Barrera,2
417,SC,Gytis,Barzdukas,0
419,SC,David,Bartness,0
421,SC,Karel,Bates,1
423,SC,Ciro,Bauer,0
425,SC,Glenna,Beanston,0
427,SC,Shaun,Beasley,1
429,SC,John,Beaver,0
431,SC,Christopher,Beck,0
433,SC,Bradley,Beck,1
435,SC,Benjamin,Becker,0
437,SC,Ann,Beebe,0
439,SC,Shane,Belli,1
441,SC,Stanley,Alan,0
443,SC,Mason,Bendixen,0
445,SC,John,Bennetts,0
447,SC,Ido,Ben-Sachar,0
449,SC,Edna,Benson,0
451,SC,Payton,Benson,0
453,SC,Max,Benson,0
455,SC,Scot,Bent,0
457,SC,Richard,Bentley,0
459,SC,Marian,Berch,0
461,SC,Karen,Berge,1
463,SC,Alexander,Berger,1
465,SC,John,Berger,0
467,SC,Kris,Bergin,0
469,SC,Andreas,Berglund,0
471,SC,Robert,Bernacchi,1
473,SC,Matthias,Berndt,1
475,SC,John,Berry,0
477,SC,Steven,Brown,0
479,SC,Chris,Bidelman,0
481,SC,Mary,Billstrom,1
483,SC,Jimmy,Bischoff,1
485,SC,Mary,Bishop,0
487,SC,Mae,Black,2
489,SC,Jackie,Blackwell,1
491,SC,Donald,Blanton,0
493,SC,Linda,Burnett,2
495,SC,Michael,Blythe,0
497,SC,Gabriel,Bockenkamp,0
499,SC,Michael,Bohling,1
501,SC,Corinna,Bolender,0
503,SC,Luis,Bonifaz,2
505,SC,Randall,Boseman,2
507,SC,Stephanie,Bourne,0
509,SC,Eli,Bowen,1
511,SC,Lester,Bowman,0
513,SC,David,Bradley,1
515,SC,Cornelius,Brandon,0
517,SC,Richard,Bready,0
519,SC,Sara,Breer,0
521,SC,Ted,Bremer,1
523,SC,Alan,Brewer,1
525,SC,Walter,Brian,1
527,SC,Christopher,Bright,0
529,SC,Carol,Brink,0
531,SC,David,Brink,1
533,SC,John,Brooks,0
535,SC,Willie,Brooks,2
537,SC,Carolee,Brown,0
539,SC,Jo,Brown,1
541,SC,Robert,Brown,0
543,SC,Kevin,Browne,1
545,SC,Mary,Browning,1
547,SC,Dave,Browning,0
549,SC,Bridget,Browqett,1
551,SC,Eric,Brumfield,0
553,SC,Dick,Brummer,0
555,SC,Michael,Brundage,0
557,SC,Shirley,Bruner,2
559,SC,June,Brunner,0
561,SC,Dirk,Bruno,0
563,SC,Nancy,Buchanan,0
565,SC,Janaina Barreiro Gambaro,Bueno,1
567,SC,Edward,Buensalido,0
569,SC,Megan,Burke,2
571,SC,Ingrid,Burkhardt,0
573,SC,Karren,Burkhardt,0
575,SC,Ovidiu,Burlacu,0
577,SC,Dana,Burnell,0
579,SC,Timothy,Burnett,2
581,SC,Stephen,Burton,0
583,SC,Deanna,Buskirk,1
585,SC,Jared,Bustamante,0
587,SC,Richard,Byham,2
589,SC,David,Byrnes,1
591,SC,Ryan,Calafato,1
593,SC,Sylvia,Caldwell,1
595,SC,Mari,Caldwell,2
597,SC,Barbara,Calone,0
599,SC,Lindsey,Camacho,0
601,SC,Gustavo,Camargo,0
603,SC,DeeDee,Cameron,1
605,SC,Deborah,Lee,0
607,SC,Joan,Campbell,0
609,SC,David,Campbell,2
611,SC,Henry,Campen,2
613,SC,Chris,Cannon,0
615,SC,Joseph,Cantoni,0
617,SC,Suzana De Abreu,Canuto,2
619,SC,Jun,Cao,0
621,SC,Johnny,Caprio,0
623,SC,Richard,Carey,1
625,SC,Carlton,Carlisle,0
627,SC,Ty Loren,Carlson,0
629,SC,Jane,Carmichael,1
631,SC,Jovita,Carmody,0
633,SC,Steve,Carnes,2
635,SC,Fernando,Caro,1
637,SC,Rob,Caron,0
639,SC,Andy,Carothers,0
641,SC,Donna,Carreras,1
643,SC,Rosmarie,Carroll,0
645,SC,Matthew,Carroll,0
647,SC,Joseph,Castellucio,2
649,SC,Pamela,Carlson,2
651,SC,Raul,Casts,0
653,SC,Elizabeth,Catalano,0
655,SC,Matthew,Cavallari,0
657,SC,Brigid,Cavendish,1
659,SC,Andrew,Cencini,0
661,SC,Stacey,Cereghino,1
663,SC,Baris,Cetinok,1
665,SC,Sean,Chai,0
667,SC,Pat,Chambers,0
669,SC,Forrest,Chandler,1
671,SC,Lee,Chapla,2
673,SC,Greg,Chapman,0
675,SC,Neil,Charney,2
677,SC,Hao,Chen,1
679,SC,John,Chen,1
681,SC,Pei,Chow,0
683,SC,Yao-Qiang,Cheng,1
685,SC,Nicky,Chesnut,2
687,SC,Susan,Chestnut,0
689,SC,Martin,Chisholm,0
691,SC,Mike,Choi,0
693,SC,Ruth,Choin,0
695,SC,Anthony,Chor,1
697,SC,Charles,Christensen,2
699,SC,Jill,Christie,0
701,SC,Alice,Clark,1
703,SC,Gina,Clark,2
705,SC,James,Clark,2
707,SC,Jane,Clayton,0
709,SC,Kristine,Cleary,2
711,SC,Teanna,Cobb,2
713,SC,Connie,Coffman,0
715,SC,Jeanette,Cole,2
717,SC,Eric,Coleman,0
719,SC,Pat,Coleman,0
721,SC,Takiko,Collins,0
723,SC,John,Colon,0
725,SC,Scott,Colvin,2
727,SC,Aaron,Con,0
729,SC,Peter,Connelly,0
731,SC,William,Conner,0
733,SC,Stephanie,Conroy,0
735,SC,Amy,Consentino,0
737,SC,Dorothy,Contreras,0
739,SC,Patrick,Cook,0
741,SC,Scott,Cooper,0
743,SC,Eva,Corets,1
745,SC,Marlin,Coriell,0
747,SC,Ryan,Cornelsen,2
749,SC,Bruno,Costa Da Silva,1
751,SC,Pamela,Cox,1
753,SC,Jack,Creasey,2
755,SC,Sharon,Crow,2
757,SC,Shelley,Crow,0
759,SC,Grant,Culbertson,0
761,SC,Scott,Culp,0
763,SC,Conor,Cunningham,0
765,SC,Jose,Curry,0
767,SC,Thierry,D'Hers,0
769,SC,Ryan,Danner,2
771,SC,Mike,Danseglio,0
773,SC,Megan,Davis,0
775,SC,Alvaro,De Matos Miranda Filho,1
777,SC,Jose,De Oliveira,2
779,SC,Jacob,Dean,1
781,SC,Alexander,Deborde,0
783,SC,Barbara,Decker,0
785,SC,Kirk,DeGrasse,0
787,SC,Aidan,Delaney,0
789,SC,Stefan,Delmarco,2
791,SC,Shawn,Demicell,2
793,SC,Della,Demott Jr,0
795,SC,Bruno,Deniut,2
797,SC,Helen,Dennis,2
799,SC,Prashanth,Desai,2
801,SC,Bev,Desalvo,1
803,SC,Brenda,Diaz,0
805,SC,Gabriele,Dickmann,0
807,SC,Holly,Dickson,0
809,SC,Dick,Dievendorff,2
811,SC,Rudolph,Dillon,0
813,SC,Andrew,Dixon,0
815,SC,Blaine,Dockter,1
817,SC,Cindy,Dodd,2
819,SC,John,Donovan,1
821,SC,Patricia,Doyle,0
823,SC,Gerald,Drury,0
825,SC,Gary,Drury,1
827,SC,Reuben,D'sa,0
829,SC,Ed,Dudenhoefer,0
831,SC,Bernard,Duerr,0
833,SC,Tish,Duff,2
835,SC,Adrian,Dumitrascu,0
837,SC,Bart,Duncan,1
839,SC,Maciej,Dusza,1
841,SC,Shelley,Dyck,0
843,SC,Linda,Ecoffey,2
845,SC,Carla,Eldridge,0
847,SC,Carol,Elliott,2
849,SC,Shannon,Elliott,0
851,SC,Jauna,Elson,1
853,SC,Michael,Emanuel,0
855,SC,Terry,Eminhizer,0
857,SC,John,Emory,1
859,SC,Gail,Erickson,1
861,SC,Mark,Erickson,2
863,SC,Martha,Espinoza,1
865,SC,Julie,Estes,2
867,SC,Janeth,Esteves,1
869,SC,Twanna,Evans,2
871,SC,Ann,Evans,1
873,SC,John,Evans,0
875,SC,Marc,Faeber,0
877,SC,Fadi,Fakhouri,0
879,SC,Carolyn,Farino,2
881,SC,Geri,Farrell,1
883,SC,Hanying,Feng,0
885,SC,Rhoda,Finley,0
887,SC,Duane,Fitzgerald,1
889,SC,James,Fine,0
891,SC,Kathie,Flood,0
893,SC,Jay,Fluegel,0
895,SC,Kelly,Focht,1
897,SC,Jeffrey,Ford,0
899,SC,Garth,Fort,0
901,SC,Dorothy,Fox,2
903,SC,Judith,Frazier,0
905,SC,John,Fredericksen,0
907,SC,Susan,French,0
909,SC,Liam,Friedland,0
911,SC,Mihail,Frintu,0
913,SC,John,Ford,2
915,SC,Paul,Fulton,2
917,SC,Don,Funk,2
919,SC,Bob,Gage,1
921,SC,Aldeen,Gallagher,2
923,SC,Michael,Galos,0
925,SC,Jon,Ganio,1
927,SC,Kathleen,Garza,2
929,SC,Dominic,Gash,0
931,SC,Janet,Gates,0
933,SC,Orlando,Gee,0
935,SC,Darren,Gehring,1
937,SC,Jim,Geist,0
939,SC,Barbara,German,0
941,SC,Tom,Getzinger,0
943,SC,Leo,Giakoumakis,1
945,SC,Cornett,Gibbens,1
947,SC,Frances,Giglio,2
949,SC,Guy,Gilbert,0
951,SC,Janet,Gilliat,0
953,SC,Mary,Gimmi,0
955,SC,David,Givens,0
957,SC,Jeanie,Glenn,2
959,SC,Diane,Glimp,0
961,SC,James,Glynn,0
963,SC,Scott,Gode,0
965,SC,Mete,Goktepe,2
967,SC,Jossef,Goldberg,0
969,SC,Brian,Goldstein,0
971,SC,Lynn,Gonzales,0
973,SC,Linda,Gonzales,0
975,SC,Abigail,Gonzalez,0
977,SC,Michael,Graff,2
979,SC,Derek,Graham,0
981,SC,Lowell,Graham,1
983,SC,Jon,Grande,1
985,SC,Jane,Greer,1
987,SC,Geoff,Grisso,1
989,SC,Douglas,Groncki,1
991,SC,Brian,Groth,1
993,SC,Faith,Gustafson,1
995,SC,Greg,Harrison,0
997,SC,Hattie,Haemon,0
999,SC,Matthew,Hagemann,0
1001,SC,Erin,Hagens,0
1003,SC,Betty,Haines,2
1005,SC,Karen,Hall,0
1007,SC,Don,Hall,1
1009,SC,Bryan,Hamilton,0
1011,SC,James,Hamilton,0
1013,SC,Kerim,Hanif,0
1015,SC,Jean,Handley,2
1017,SC,Mark,Hanson,0
1019,SC,William,Hapke,2
1021,SC,Katherine,Harding,2
1023,SC,Kimberly,Harrington,1
1025,SC,Lucy,Harrington,0
1027,SC,Keith,Harris,2
1029,SC,Doris,Hartwig,0
1031,SC,Roger,Harui,2
1033,SC,Ann,Hass,2
1035,SC,Mark,Hassall,1
1037,SC,Neal,Hasty,1
1039,SC,James,Haugh,1
1041,SC,Jeff,Hay,1
1043,SC,Brenda,Heaney,0
1045,SC,James,Hendergart,0
1047,SC,John,Hanson,1
1049,SC,Valerie,Hendricks,1
1051,SC,Jay,Henningsen,0
1053,SC,Jeff,Henshaw,0
1055,SC,Kari,Hensien,1
1057,SC,Deena,Herman,2
1059,SC,Irene,Hernandez,0
1061,SC,Jésus,Hernandez,0
1063,SC,Pam,Herrick,0
1065,SC,Cheryl,Herring,0
1067,SC,Ronald,Heymsfield,0
1069,SC,Sidney,Higa,2
1071,SC,Onetha,Higgs,1
1073,SC,Fran,Highfill,0
1075,SC,Geneva,Hill,2
1077,SC,Andrew,Hill,0
1079,SC,Reinout,Hillmann,0
1081,SC,Mike,Hines,1
1083,SC,Matthew,Hink,2
1085,SC,Nancy,Hirota,0
1087,SC,Rose,Hirsch,1
1089,SC,Douglas,Hite,0
1091,SC,David,Hodgson,2
1093,SC,Helge,Hoeing,1
1095,SC,Barbara,Hoffman,0
1097,SC,Holly,Holt,0
1099,SC,Bob,Hodges,1
1101,SC,Jean,Holloway,1
1103,SC,Michael,Holm,2
1105,SC,Eddie,Holmes,0
1107,SC,Juanita,Holman,2
1109,SC,Peter,Houston,2
1111,SC,Curtis,Howard,0
1113,SC,Joe,Howard,2
1115,SC,Janice,Hows,2
1117,SC,George,Huckaby,0
1119,SC,Joshua,Huff,1
1121,SC,Arlene,Huff,1
1123,SC,Matthew,Hunter,1
1125,SC,Phyllis,Huntsman,2
1127,SC,Lawrence,Hurkett,1
1129,SC,Ryan,Ihrig,2
1131,SC,Beth,Inghram,1
1133,SC,Lucio,Iallo,2
1135,SC,Richard,Irwin,0
1137,SC,Erik,Ismert,2
1139,SC,Denean,Ison,1
1141,SC,Raman,Iyer,0
1143,SC,Bronson,Jacobs,2
1145,SC,Eric,Jacobsen,0
1147,SC,Jodan,Jacobson,0
1149,SC,Mary,Alexander,0
1151,SC,David,Jaffe,0
1153,SC,Jay,Jamison,1
1155,SC,Vance,Johns,0
1157,SC,Joyce,Jarvis,0
1159,SC,George,Jiang,0
1161,SC,Stephen,Jiang,0
1163,SC,Samuel,Johnson,0
1165,SC,Danielle,Johnson,1
1167,SC,Greg,Johnson,1
1169,SC,Barry,Johnson,1
1171,SC,Brian,Johnson,2
1173,SC,David,Johnson,2
1175,SC,Willis,Johnson,1
1177,SC,Tamara,Johnston,0
1179,SC,Robert,Jones,1
1181,SC,Brannon,Jones,2
1183,SC,Jean,Jordan,1
1185,SC,Peggy,Justice,0
1187,SC,Diane,Krane,0
1189,SC,Scott,Kaffer,2
1191,SC,Sandra,Kitt,0
1193,SC,Wendy,Kahn,2
1195,SC,Sandeep,Kaliyath,0
1197,SC,John,Kane,1
1199,SC,Lori,Kane,0
1201,SC,Judith,Krane,2
1203,SC,Kay,Krane,0
1205,SC,Sandeep,Katyal,2
1207,SC,Bonnie,Kearney,0
1209,SC,Kendall,Keil,0
1211,SC,Victor,Kelley,2
1213,SC,John,Kelly,1
1215,SC,Robert,Kelly,1
1217,SC,Kevin,Kennedy,1
1219,SC,Mary,Kesslep,0
1221,SC,Alice,Kesterson,0
1223,SC,Elizabeth,Keyser,0
1225,SC,Tammy,Khan,0
1227,SC,Imtiaz,Khan,0
1229,SC,Karan,Khanna,0
1231,SC,Joe,Kim,2
1233,SC,Jim,Kim,0
1235,SC,Shane,Kim,0
1237,SC,Tim,Kim,0
1239,SC,Russell,King,0
1241,SC,Anton,Kirilov,1
1243,SC,Christian,Kleinerman,0
1245,SC,Andrew,Kobylinski,0
1247,SC,Reed,Koch,1
1249,SC,Jim,Kennedy,2
1251,SC,Kirk,King,2
1253,SC,Eugene,Kogan,0
1255,SC,Scott,Konersmann,2
1257,SC,Joy,Koski,0
1259,SC,Pamala,Kotc,2
1261,SC,Edward,Kozlowski,0
1263,SC,James,Kramer,0
1265,SC,Mitch,Kennedy,1
1267,SC,James,Krow,0
1269,SC,Margaret,Krupka,0
1271,SC,Deepak,Kumar,0
1273,SC,Jeffrey,Kung,0
1275,SC,Vamsi,Kuppa,0
1277,SC,Jeffrey,Kurtz,2
1279,SC,Peter,Kurniawan,0
1281,SC,Eric,Lang,0
1283,SC,Rebecca,Laszlo,0
1285,SC,Cecilia,Laursen,0
1287,SC,David,Lawrence,0
1289,SC,Elsa,Leavitt,0
1291,SC,Michael,Lee,1
1293,SC,Marjorie,Lee,0
1295,SC,Frank,Campbell,1
1297,SC,Mark,Lee,0
1299,SC,Robertson,Lee,2
1301,SC,Jolie,Lenehan,0
1303,SC,Roger,Lengel,2
1305,SC,A.,Leonetti,2
1307,SC,Bonnie,Lepro,0
1309,SC,Gloria,Lesko,0
1311,SC,Linda,Leste,1
1313,SC,Steven,Levy,0
1315,SC,Judy,Lew,1
1317,SC,Elsie,Lewin,0
1319,SC,George,Li,0
1321,SC,Yale,Li,1
1323,SC,Yan,Li,0
1325,SC,Yuhong,Li,0
1327,SC,Joseph,Lique,0
1329,SC,Paulo,Lisboa,0
1331,SC,David,Liu,1
1333,SC,Jinghao,Liu,2
1335,SC,Kevin,Liu,2
1337,SC,Run,Liu,1
1339,SC,Todd,Logan,0
1341,SC,Kok-Ho,Loh,1
1343,SC,John,Long,0
1345,SC,Sharon,Looney,0
1347,SC,Jeremy,Los,2
1349,SC,Spencer,Low,0
1351,SC,Anita,Lucerne,1
1353,SC,Jose,Lugo,1
1355,SC,Richard,Lum,0
1357,SC,Judy,Lundahl,0
1359,SC,Sean,Lunt,0
1361,SC,Helen,Lutes,2
1363,SC,Robert,Lyeba,0
1365,SC,Sharon,Lynn,0
1367,SC,Robert,Lyon,1
1369,SC,Jenny,Lysaker,0
1371,SC,Denise,Maccietto,0
1373,SC,Scott,MacDonald,0
1375,SC,Walter,Mays,1
1377,SC,Patrick,Magenheimer,2
